image_name, bbox_x, bbox_y, bbox_width, bbox_height, Gender, Smile
im_GenFex_06270.jpg,124,173,154,215,0,1
im_GenFex_06271.jpg,54,60,66,74,1,1
im_GenFex_06272.jpg,54,51,66,63,1,1
im_GenFex_06273.jpg,49,88,60,109,1,1
im_GenFex_06274.jpg,33,50,40,61,0,1
im_GenFex_06275.jpg,367,259,457,322,0,1
im_GenFex_06276.jpg,125,175,155,218,0,1
im_GenFex_06277.jpg,38,40,46,49,0,1
im_GenFex_06278.jpg,61,70,75,86,1,1
im_GenFex_06279.jpg,48,60,59,74,1,1
im_GenFex_06280.jpg,46,52,56,64,0,1
im_GenFex_06281.jpg,40,59,49,73,0,1
im_GenFex_06282.jpg,106,167,131,208,0,1
im_GenFex_06283.jpg,189,212,235,264,1,1
im_GenFex_06284.jpg,38,47,46,57,1,1
im_GenFex_06285.jpg,155,186,193,231,1,1
im_GenFex_06286.jpg,111,86,137,106,1,1
im_GenFex_06287.jpg,31,40,37,49,1,1
im_GenFex_06288.jpg,102,115,126,143,1,1
im_GenFex_06289.jpg,209,275,260,343,0,1
im_GenFex_06290.jpg,58,67,71,82,1,1
im_GenFex_06291.jpg,90,107,111,132,1,1
im_GenFex_06292.jpg,177,212,220,264,0,1
im_GenFex_06293.jpg,180,207,224,257,0,1
im_GenFex_06294.jpg,227,268,283,334,1,1
im_GenFex_06295.jpg,276,326,344,406,1,1
im_GenFex_06296.jpg,57,43,70,53,0,1
im_GenFex_06297.jpg,534,558,666,696,0,1
im_GenFex_06298.jpg,123,149,153,185,1,1
im_GenFex_06299.jpg,306,364,381,454,1,1
im_GenFex_06300.jpg,40,41,49,50,0,1
im_GenFex_06302.jpg,52,65,64,80,0,1
im_GenFex_06303.jpg,122,148,151,184,1,1
im_GenFex_06304.jpg,60,53,74,65,1,1
im_GenFex_06305.jpg,109,138,135,171,0,1
im_GenFex_06306.jpg,30,35,36,43,1,1
im_GenFex_06307.jpg,272,258,339,321,1,1
im_GenFex_06308.jpg,78,102,96,126,0,1
im_GenFex_06309.jpg,76,79,94,98,1,1
im_GenFex_06310.jpg,37,52,45,64,0,1
im_GenFex_06311.jpg,91,117,113,145,1,1
im_GenFex_06312.jpg,74,80,91,99,1,1
im_GenFex_06313.jpg,34,43,41,53,0,1
im_GenFex_06314.jpg,60,78,74,96,0,1
im_GenFex_06315.jpg,83,110,102,136,1,1
im_GenFex_06316.jpg,90,76,111,94,0,1
im_GenFex_06317.jpg,46,55,56,67,1,1
im_GenFex_06318.jpg,75,84,92,104,1,1
im_GenFex_06319.jpg,139,159,172,198,1,1
im_GenFex_06320.jpg,47,64,57,79,0,1
im_GenFex_06321.jpg,104,134,129,166,0,1
im_GenFex_06322.jpg,105,99,130,123,1,1
im_GenFex_06323.jpg,270,292,336,364,1,1
im_GenFex_06324.jpg,100,146,124,181,1,1
im_GenFex_06325.jpg,511,485,637,605,1,1
im_GenFex_06326.jpg,158,160,196,199,0,1
im_GenFex_06327.jpg,77,94,95,116,0,1
im_GenFex_06328.jpg,37,50,45,61,1,1
im_GenFex_06329.jpg,152,183,189,228,1,1
im_GenFex_06330.jpg,105,167,130,207,0,1
im_GenFex_06331.jpg,174,221,216,275,1,1
im_GenFex_06332.jpg,119,135,148,168,0,1
im_GenFex_06333.jpg,71,59,88,72,0,1
im_GenFex_06334.jpg,115,146,143,181,1,1
im_GenFex_06335.jpg,86,108,106,134,0,1
im_GenFex_06336.jpg,56,77,69,95,0,1
im_GenFex_06337.jpg,68,106,84,131,0,1
im_GenFex_06338.jpg,49,51,60,62,0,1
im_GenFex_06339.jpg,269,295,335,368,0,1
im_GenFex_06340.jpg,67,81,82,100,1,1
im_GenFex_06341.jpg,54,67,66,82,1,1
im_GenFex_06342.jpg,36,43,44,53,0,1
im_GenFex_06343.jpg,35,53,43,65,0,1
im_GenFex_06344.jpg,59,88,73,109,1,1
im_GenFex_06345.jpg,178,264,221,329,1,1
im_GenFex_06346.jpg,35,40,42,49,1,1
im_GenFex_06347.jpg,55,62,68,76,0,1
im_GenFex_06348.jpg,286,403,356,502,0,1
im_GenFex_06349.jpg,108,109,134,135,0,1
im_GenFex_06350.jpg,138,207,171,257,0,1
im_GenFex_06351.jpg,96,110,119,136,0,1
im_GenFex_06352.jpg,49,100,60,124,1,1
im_GenFex_06353.jpg,62,85,76,105,1,1
im_GenFex_06354.jpg,77,87,95,107,1,1
im_GenFex_06355.jpg,230,271,286,337,0,1
im_GenFex_06356.jpg,240,276,299,344,1,1
im_GenFex_06357.jpg,56,73,69,90,1,1
im_GenFex_06358.jpg,215,267,267,333,0,1
im_GenFex_06359.jpg,74,107,91,132,1,1
im_GenFex_06360.jpg,215,205,268,255,1,1
im_GenFex_06361.jpg,57,67,70,82,1,1
im_GenFex_06362.jpg,81,105,100,130,1,1
im_GenFex_06363.jpg,43,50,53,61,0,1
im_GenFex_06364.jpg,220,316,274,394,1,1
im_GenFex_06365.jpg,101,108,125,134,1,1
im_GenFex_06366.jpg,224,267,279,332,0,1
im_GenFex_06367.jpg,105,131,130,163,1,1
im_GenFex_06368.jpg,74,93,91,115,0,1
im_GenFex_06369.jpg,74,92,91,114,0,1
im_GenFex_06370.jpg,338,157,421,195,1,1
im_GenFex_06371.jpg,23,29,27,35,0,1
im_GenFex_06372.jpg,106,118,131,146,1,1
im_GenFex_06373.jpg,290,419,361,523,1,1
im_GenFex_06374.jpg,36,38,44,46,0,1
im_GenFex_06375.jpg,32,37,39,45,0,1
im_GenFex_06376.jpg,31,40,37,49,1,1
im_GenFex_06377.jpg,79,103,97,128,0,1
im_GenFex_06378.jpg,88,97,109,120,0,1
im_GenFex_06379.jpg,57,67,70,82,0,1
im_GenFex_06380.jpg,119,166,147,206,1,1
im_GenFex_06381.jpg,104,131,129,163,1,1
im_GenFex_06382.jpg,167,159,208,197,1,1
im_GenFex_06383.jpg,58,74,71,91,1,1
im_GenFex_06384.jpg,37,46,45,56,0,1
im_GenFex_06385.jpg,223,294,278,366,1,1
im_GenFex_06386.jpg,57,55,70,68,1,1
im_GenFex_06387.jpg,275,307,343,382,1,1
im_GenFex_06388.jpg,73,75,90,92,1,1
im_GenFex_06389.jpg,53,63,65,77,1,1
im_GenFex_06390.jpg,126,182,156,226,0,1
im_GenFex_06391.jpg,91,105,112,130,0,1
im_GenFex_06392.jpg,55,67,68,83,1,1
im_GenFex_06393.jpg,43,53,53,65,0,1
im_GenFex_06394.jpg,66,91,81,113,1,1
im_GenFex_06395.jpg,359,503,448,628,1,1
im_GenFex_06396.jpg,221,321,275,400,1,1
im_GenFex_06397.jpg,31,42,38,51,0,1
im_GenFex_06398.jpg,131,170,163,211,0,1
im_GenFex_06399.jpg,69,95,85,118,1,1
im_GenFex_06400.jpg,29,34,35,41,1,1
im_GenFex_06401.jpg,477,598,595,746,1,1
im_GenFex_06402.jpg,35,31,42,37,0,1
im_GenFex_06403.jpg,95,138,118,171,0,1
im_GenFex_06404.jpg,56,81,69,100,1,1
im_GenFex_06405.jpg,39,42,47,51,0,1
im_GenFex_06406.jpg,226,248,281,309,1,1
im_GenFex_06407.jpg,183,261,227,325,0,1
im_GenFex_06408.jpg,47,61,57,75,0,1
im_GenFex_06409.jpg,33,43,40,52,0,1
im_GenFex_06410.jpg,164,191,204,237,0,1
im_GenFex_06411.jpg,119,221,148,275,1,1
im_GenFex_06412.jpg,326,439,406,548,1,1
im_GenFex_06413.jpg,92,115,114,143,1,1
im_GenFex_06414.jpg,88,103,109,128,1,1
im_GenFex_06415.jpg,83,80,103,99,0,1
im_GenFex_06416.jpg,52,52,64,64,0,1
im_GenFex_06417.jpg,163,167,202,208,1,1
im_GenFex_06418.jpg,42,59,51,72,0,1
im_GenFex_06419.jpg,43,52,52,64,1,1
im_GenFex_06420.jpg,80,107,99,132,1,1
im_GenFex_06421.jpg,49,47,60,58,1,1
im_GenFex_06422.jpg,23,37,28,45,1,1
im_GenFex_06423.jpg,21,35,25,42,0,1
im_GenFex_06424.jpg,73,79,90,98,1,1
im_GenFex_06425.jpg,27,29,33,35,1,1
im_GenFex_06426.jpg,48,39,59,48,0,1
im_GenFex_06427.jpg,49,42,60,51,1,1
im_GenFex_06428.jpg,23,28,28,34,1,1
im_GenFex_06429.jpg,37,123,45,152,1,1
im_GenFex_06430.jpg,50,57,61,70,0,1
im_GenFex_06431.jpg,52,43,64,52,0,1
im_GenFex_06432.jpg,131,143,163,177,1,1
im_GenFex_06433.jpg,120,183,149,228,0,1
im_GenFex_06434.jpg,106,151,131,188,1,1
im_GenFex_06435.jpg,32,39,39,48,1,1
im_GenFex_06436.jpg,42,60,51,74,1,1
im_GenFex_06437.jpg,52,55,64,68,1,1
im_GenFex_06438.jpg,71,71,87,87,0,1
im_GenFex_06439.jpg,205,271,255,338,1,1
im_GenFex_06440.jpg,97,87,120,108,1,1
im_GenFex_06441.jpg,60,75,74,92,1,1
im_GenFex_06442.jpg,65,54,80,66,0,1
im_GenFex_06443.jpg,120,166,149,206,1,1
im_GenFex_06444.jpg,147,159,183,198,1,1
im_GenFex_06445.jpg,268,339,334,422,1,1
im_GenFex_06446.jpg,306,235,381,292,1,1
im_GenFex_06447.jpg,122,151,151,188,1,1
im_GenFex_06448.jpg,111,159,138,198,1,1
im_GenFex_06449.jpg,66,83,81,103,0,1
im_GenFex_06450.jpg,99,123,123,152,1,1
im_GenFex_06451.jpg,137,152,170,189,1,1
im_GenFex_06452.jpg,171,204,213,254,0,1
im_GenFex_06453.jpg,231,256,287,319,1,1
im_GenFex_06454.jpg,63,68,78,84,0,1
im_GenFex_06455.jpg,111,151,138,187,1,1
im_GenFex_06456.jpg,54,79,66,98,1,1
im_GenFex_06457.jpg,179,247,223,308,1,1
im_GenFex_06458.jpg,84,98,104,121,1,1
im_GenFex_06459.jpg,143,179,177,222,1,1
im_GenFex_06460.jpg,59,65,72,80,0,1
im_GenFex_06461.jpg,43,58,53,71,0,1
im_GenFex_06462.jpg,235,358,292,446,0,1
im_GenFex_06463.jpg,40,41,49,50,0,1
im_GenFex_06464.jpg,175,206,218,256,0,1
im_GenFex_06465.jpg,45,56,55,69,0,1
im_GenFex_06466.jpg,35,42,42,51,0,1
im_GenFex_06467.jpg,65,81,80,100,1,1
im_GenFex_06468.jpg,188,203,234,252,1,1
im_GenFex_06469.jpg,74,107,91,132,0,1
im_GenFex_06470.jpg,69,87,85,107,0,1
im_GenFex_06471.jpg,290,339,361,423,0,1
im_GenFex_06472.jpg,50,71,61,87,1,1
im_GenFex_06473.jpg,61,58,75,71,1,1
im_GenFex_06474.jpg,57,62,70,76,1,1
im_GenFex_06475.jpg,53,78,65,96,0,1
im_GenFex_06476.jpg,309,339,385,422,0,1
im_GenFex_06477.jpg,105,148,130,184,0,1
im_GenFex_06478.jpg,447,450,558,561,1,1
im_GenFex_06479.jpg,36,55,44,67,0,1
im_GenFex_06480.jpg,48,59,59,72,0,1
im_GenFex_06481.jpg,107,171,133,213,0,1
im_GenFex_06482.jpg,149,239,185,298,0,1
im_GenFex_06483.jpg,41,51,50,62,1,1
im_GenFex_06484.jpg,175,219,218,273,0,1
im_GenFex_06485.jpg,55,59,67,72,1,1
im_GenFex_06487.jpg,53,70,65,86,1,1
im_GenFex_06488.jpg,76,86,94,106,0,1
im_GenFex_06489.jpg,36,51,44,62,1,1
im_GenFex_06490.jpg,50,57,61,70,1,1
im_GenFex_06491.jpg,327,328,407,409,1,1
im_GenFex_06492.jpg,143,180,178,224,1,1
im_GenFex_06493.jpg,206,257,256,320,1,1
im_GenFex_06494.jpg,496,479,619,597,1,1
im_GenFex_06495.jpg,211,189,262,235,1,1
im_GenFex_06496.jpg,55,49,67,60,1,1
im_GenFex_06497.jpg,83,100,103,124,1,1
im_GenFex_06498.jpg,87,109,107,135,1,1
im_GenFex_06499.jpg,89,125,110,155,0,1
im_GenFex_06500.jpg,83,98,102,121,0,1
im_GenFex_06501.jpg,187,294,232,366,0,1
im_GenFex_06502.jpg,53,53,65,65,0,1
im_GenFex_06503.jpg,59,79,73,97,1,1
im_GenFex_06504.jpg,313,452,390,564,1,1
im_GenFex_06505.jpg,51,67,63,82,0,1
im_GenFex_06506.jpg,63,51,78,62,0,1
im_GenFex_06507.jpg,33,43,40,52,1,1
im_GenFex_06508.jpg,265,265,330,330,1,1
im_GenFex_06509.jpg,36,45,44,55,1,1
im_GenFex_06510.jpg,140,105,174,130,1,1
im_GenFex_06511.jpg,203,248,252,309,0,1
im_GenFex_06512.jpg,183,177,227,220,0,1
im_GenFex_06513.jpg,112,115,139,143,1,1
im_GenFex_06514.jpg,235,281,293,350,0,1
im_GenFex_06515.jpg,59,70,73,86,0,1
im_GenFex_06516.jpg,139,182,172,226,1,1
im_GenFex_06517.jpg,59,95,73,118,0,1
im_GenFex_06518.jpg,87,209,108,260,1,1
im_GenFex_06519.jpg,164,153,204,190,1,1
im_GenFex_06520.jpg,71,79,88,97,0,1
im_GenFex_06521.jpg,39,57,48,70,0,1
im_GenFex_06522.jpg,32,44,39,54,1,1
im_GenFex_06523.jpg,238,318,296,396,0,1
im_GenFex_06524.jpg,53,60,65,74,0,1
im_GenFex_06525.jpg,64,75,79,93,0,1
im_GenFex_06526.jpg,235,291,293,362,1,1
im_GenFex_06527.jpg,199,252,248,314,1,1
im_GenFex_06528.jpg,192,245,239,305,1,1
im_GenFex_06529.jpg,243,284,302,354,0,1
im_GenFex_06530.jpg,35,41,42,50,0,1
im_GenFex_06531.jpg,63,75,77,93,0,1
im_GenFex_06532.jpg,87,136,108,169,0,1
im_GenFex_06533.jpg,97,142,120,176,0,1
im_GenFex_06534.jpg,65,87,80,107,1,1
im_GenFex_06535.jpg,251,312,312,389,1,1
im_GenFex_06536.jpg,46,64,56,79,1,1
im_GenFex_06537.jpg,47,79,57,97,1,1
im_GenFex_06538.jpg,163,227,202,282,1,1
im_GenFex_06539.jpg,23,32,27,39,1,1
im_GenFex_06540.jpg,72,68,89,84,0,1
im_GenFex_06541.jpg,103,111,128,137,1,1
im_GenFex_06542.jpg,131,164,162,204,1,1
im_GenFex_06543.jpg,35,51,42,62,1,1
im_GenFex_06544.jpg,32,45,39,55,0,1
im_GenFex_06545.jpg,34,50,41,61,0,1
im_GenFex_06546.jpg,123,154,152,191,1,1
im_GenFex_06547.jpg,297,380,370,474,0,1
im_GenFex_06548.jpg,199,285,247,355,0,1
im_GenFex_06549.jpg,32,42,39,51,0,1
im_GenFex_06550.jpg,78,98,96,121,1,1
im_GenFex_06551.jpg,484,513,604,640,0,1
im_GenFex_06552.jpg,73,64,90,79,1,1
im_GenFex_06553.jpg,35,46,42,56,0,1
im_GenFex_06554.jpg,111,143,137,178,0,1
im_GenFex_06555.jpg,31,39,37,48,0,1
im_GenFex_06557.jpg,89,159,110,198,1,1
im_GenFex_06558.jpg,75,103,93,127,0,1
im_GenFex_06559.jpg,74,83,91,102,0,1
im_GenFex_06560.jpg,191,257,237,320,1,1
im_GenFex_06561.jpg,155,259,192,323,0,1
im_GenFex_06562.jpg,38,52,46,64,1,1
im_GenFex_06563.jpg,71,95,87,118,1,1
im_GenFex_06564.jpg,113,147,140,182,0,1
im_GenFex_06565.jpg,269,372,335,464,1,1
im_GenFex_06566.jpg,39,51,47,62,0,1
im_GenFex_06567.jpg,39,40,47,49,1,1
im_GenFex_06568.jpg,20,37,24,45,0,1
im_GenFex_06569.jpg,246,267,306,333,1,1
im_GenFex_06570.jpg,111,121,137,150,1,1
im_GenFex_06571.jpg,83,111,103,138,1,1
im_GenFex_06572.jpg,67,80,82,99,1,1
im_GenFex_06573.jpg,218,288,271,359,0,1
im_GenFex_06574.jpg,39,58,48,71,0,1
im_GenFex_06575.jpg,55,71,67,87,0,1
im_GenFex_06576.jpg,267,328,333,409,1,1
im_GenFex_06577.jpg,179,183,222,227,1,1
im_GenFex_06578.jpg,43,49,52,60,0,1
im_GenFex_06579.jpg,72,147,89,183,0,1
im_GenFex_06580.jpg,75,91,93,113,0,1
im_GenFex_06581.jpg,43,50,52,61,0,1
im_GenFex_06582.jpg,206,213,256,265,1,1
im_GenFex_06583.jpg,132,215,164,267,1,1
im_GenFex_06584.jpg,40,40,49,49,1,1
im_GenFex_06585.jpg,111,187,137,232,1,1
im_GenFex_06586.jpg,243,363,303,452,0,1
im_GenFex_06587.jpg,87,102,108,126,1,1
im_GenFex_06588.jpg,193,200,240,249,0,1
im_GenFex_06589.jpg,223,301,278,375,0,1
im_GenFex_06590.jpg,247,274,308,341,0,1
im_GenFex_06591.jpg,80,100,99,124,0,1
im_GenFex_06592.jpg,27,61,33,75,1,1
im_GenFex_06593.jpg,36,45,44,55,0,1
im_GenFex_06594.jpg,52,80,64,99,0,1
im_GenFex_06595.jpg,53,62,65,76,1,1
im_GenFex_06596.jpg,163,235,202,293,1,1
im_GenFex_06597.jpg,67,88,82,109,1,1
im_GenFex_06598.jpg,101,130,125,161,0,1
im_GenFex_06599.jpg,177,201,220,250,1,1
im_GenFex_06600.jpg,56,68,69,84,1,1
im_GenFex_06601.jpg,119,156,148,194,0,1
im_GenFex_06602.jpg,174,221,216,275,0,1
im_GenFex_06603.jpg,51,66,63,81,0,1
im_GenFex_06604.jpg,32,34,39,41,1,1
im_GenFex_06605.jpg,49,97,60,120,0,1
im_GenFex_06606.jpg,186,260,231,324,1,1
im_GenFex_06607.jpg,106,165,131,205,0,1
im_GenFex_06608.jpg,63,70,78,86,0,1
im_GenFex_06609.jpg,172,233,214,290,1,1
im_GenFex_06610.jpg,62,84,76,104,0,1
im_GenFex_06611.jpg,189,153,235,190,0,1
im_GenFex_06612.jpg,379,491,473,612,0,1
im_GenFex_06613.jpg,59,75,73,92,1,1
im_GenFex_06614.jpg,60,63,74,77,0,1
im_GenFex_06615.jpg,47,61,57,75,1,1
im_GenFex_06616.jpg,41,48,50,59,1,1
im_GenFex_06617.jpg,140,212,174,264,1,1
im_GenFex_06618.jpg,83,83,102,102,1,1
im_GenFex_06619.jpg,43,48,52,59,1,1
im_GenFex_06620.jpg,56,63,69,77,1,1
im_GenFex_06621.jpg,288,314,359,391,1,1
im_GenFex_06622.jpg,279,359,348,447,0,1
im_GenFex_06623.jpg,65,79,80,97,0,1
im_GenFex_06624.jpg,171,218,213,271,0,1
im_GenFex_06625.jpg,151,198,188,246,0,1
im_GenFex_06626.jpg,127,150,158,186,1,1
im_GenFex_06627.jpg,248,340,309,424,1,1
im_GenFex_06628.jpg,24,35,29,42,1,1
im_GenFex_06629.jpg,181,147,225,183,0,1
im_GenFex_06630.jpg,77,91,95,112,0,1
im_GenFex_06631.jpg,219,276,273,344,0,1
im_GenFex_06632.jpg,44,57,54,70,1,1
im_GenFex_06633.jpg,283,232,352,289,0,1
im_GenFex_06634.jpg,72,79,89,97,1,1
im_GenFex_06635.jpg,81,82,100,101,0,1
im_GenFex_06636.jpg,80,91,99,113,0,1
im_GenFex_06637.jpg,28,46,34,56,0,1
im_GenFex_06638.jpg,43,51,52,62,0,1
im_GenFex_06639.jpg,192,226,239,281,1,1
im_GenFex_06640.jpg,142,168,176,209,0,1
im_GenFex_06641.jpg,176,227,219,283,0,1
im_GenFex_06642.jpg,32,40,39,49,1,1
im_GenFex_06643.jpg,72,83,89,103,1,1
im_GenFex_06644.jpg,303,402,377,501,0,1
im_GenFex_06645.jpg,341,376,425,469,0,1
im_GenFex_06646.jpg,89,99,110,122,1,1
im_GenFex_06647.jpg,153,169,190,210,1,1
im_GenFex_06648.jpg,73,95,90,117,0,1
im_GenFex_06649.jpg,47,65,57,80,0,1
im_GenFex_06650.jpg,67,84,83,104,0,1
im_GenFex_06651.jpg,159,187,197,232,1,1
im_GenFex_06652.jpg,50,57,61,70,0,1
im_GenFex_06653.jpg,49,69,60,85,1,1
im_GenFex_06654.jpg,123,138,153,171,1,1
im_GenFex_06655.jpg,27,39,32,47,1,1
im_GenFex_06656.jpg,47,66,58,81,1,1
im_GenFex_06657.jpg,227,244,283,304,1,1
im_GenFex_06658.jpg,56,67,69,82,1,1
im_GenFex_06659.jpg,27,58,33,71,0,1
im_GenFex_06660.jpg,263,333,327,415,1,1
im_GenFex_06661.jpg,35,46,42,56,0,1
im_GenFex_06662.jpg,149,207,185,257,1,1
im_GenFex_06663.jpg,247,321,308,400,0,1
im_GenFex_06664.jpg,62,94,76,116,0,1
im_GenFex_06665.jpg,33,39,40,47,1,1
im_GenFex_06666.jpg,70,81,86,100,1,1
im_GenFex_06667.jpg,40,54,49,66,0,1
im_GenFex_06668.jpg,278,323,346,403,0,1
im_GenFex_06669.jpg,60,59,74,73,0,1
im_GenFex_06670.jpg,39,46,47,56,0,1
im_GenFex_06671.jpg,51,90,62,111,0,1
im_GenFex_06672.jpg,276,373,344,465,1,1
im_GenFex_06673.jpg,246,268,306,334,1,1
im_GenFex_06674.jpg,98,80,121,99,1,1
im_GenFex_06675.jpg,335,399,417,497,1,1
im_GenFex_06676.jpg,199,187,247,232,0,1
im_GenFex_06677.jpg,166,207,206,257,0,1
im_GenFex_06678.jpg,59,91,72,113,0,1
im_GenFex_06679.jpg,102,111,126,138,0,1
im_GenFex_06680.jpg,267,396,333,494,1,1
im_GenFex_06681.jpg,57,68,70,84,0,1
im_GenFex_06682.jpg,56,83,69,103,0,1
im_GenFex_06683.jpg,263,405,328,505,1,1
im_GenFex_06684.jpg,56,64,69,79,1,1
im_GenFex_06685.jpg,51,72,62,89,0,1
im_GenFex_06686.jpg,227,322,283,401,0,1
im_GenFex_06687.jpg,45,51,55,63,0,1
im_GenFex_06688.jpg,187,271,233,337,1,1
im_GenFex_06689.jpg,81,98,100,121,0,1
im_GenFex_06690.jpg,49,78,60,96,0,1
im_GenFex_06691.jpg,59,68,73,84,0,1
im_GenFex_06692.jpg,116,145,144,180,1,1
im_GenFex_06693.jpg,39,43,48,52,0,1
im_GenFex_06694.jpg,247,243,308,303,1,1
im_GenFex_06695.jpg,43,47,53,58,1,1
im_GenFex_06696.jpg,150,187,186,232,1,1
im_GenFex_06697.jpg,141,189,175,235,1,1
im_GenFex_06698.jpg,50,67,61,83,1,1
im_GenFex_06699.jpg,190,210,236,261,0,1
im_GenFex_06700.jpg,91,117,112,145,1,1
im_GenFex_06701.jpg,47,62,57,76,0,1
im_GenFex_06702.jpg,167,156,207,194,1,1
im_GenFex_06703.jpg,269,360,335,449,1,1
im_GenFex_06704.jpg,64,111,79,138,1,1
im_GenFex_06705.jpg,158,164,196,204,1,1
im_GenFex_06706.jpg,63,81,77,100,1,1
im_GenFex_06707.jpg,87,93,107,115,1,1
im_GenFex_06708.jpg,183,217,227,270,0,1
im_GenFex_06709.jpg,111,92,137,114,1,1
